ID PRODUCT,ID WARNA,UKURAN,SKU,KUANTITAS,MAXIMUM ORDER,IMAGE 1,IMAGE 2,IMAGE 3,IMAGE 4
1,1,.,aaaaaa,12,1,a1.jpg,a1.jpg,a1.jpg,a1.jpg
1,2,32,bbbbb,23,2,b1.jpg,b1.jpg,b1.jpg,b1.jpg
1,2,33,ccccc,12,1,b1.jpg,b1.jpg,b1.jpg,b1.jpg
2,1,.,ddddd,15,2,a1.jpg,a1.jpg,a1.jpg,a1.jpg
2,2,34,eeeee,12,1,b1.jpg,b1.jpg,b1.jpg,b1.jpg
2,2,36,fffff,12,1,b1.jpg,b1.jpg,b1.jpg,b1.jpg
3,4,.,ggggg,67,7,a1.jpg,a1.jpg,a1.jpg,a1.jpg
3,5,.,iiiii,34,3,b1.jpg,b1.jpg,b1.jpg,b1.jpg
3,6,.,hhhhh,12,1,c1.jpg,c1.jpg,c1.jpg,c1.jpg
4,7,.,jjjjj,12,1,a1.jpg,a1.jpg,a1.jpg,a1.jpg
4,8,.,kkkkk,13,1,b1.jpg,b1.jpg,b1.jpg,b1.jpg
4,9,.,lllll,12,1,c1.jpg,c1.jpg,c1.jpg,c1.jpg
5,1,.,mmmmm,13,1,a1.jpg,a1.jpg,a1.jpg,a1.jpg
5,2,.,nnnnn,2,0,b1.jpg,b1.jpg,b1.jpg,b1.jpg
5,3,.,ooooo,1,0,c1.jpg,c1.jpg,c1.jpg,c1.jpg
6,1,.,ppppp,1,0,a1.jpg,a1.jpg,a1.jpg,a1.jpg
6,2,.,qqqqqq,4,0,b1.jpg,b1.jpg,b1.jpg,b1.jpg
6,1,.,rrrrr,5,1,c1.jpg,c1.jpg,c1.jpg,c1.jpg
7,3,.,sssss,3,0,a1.jpg,a1.jpg,a1.jpg,a1.jpg
7,4,.,ttttt,3,0,b1.jpg,b1.jpg,b1.jpg,b1.jpg
7,4,.,uuuuu,6,1,c1.jpg,c1.jpg,c1.jpg,c1.jpg
8,6,.,vvvvvv,4,0,a1.jpg,a1.jpg,a1.jpg,a1.jpg
8,7,.,wwwww,3,0,b1.jpg,b1.jpg,b1.jpg,b1.jpg
9,8,.,xxxxx,3,0,c1.jpg,c1.jpg,c1.jpg,c1.jpg
10,9,.,yyyyy,5,1,c1.jpg,c1.jpg,c1.jpg,c1.jpg
